Year,Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,D.C.,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1984,0.513702,3.9518199999999997,2.319768,3.0671350000000004,25.844393,3.1699919999999997,3.1800140000000003,0.6115649999999999,11.039924999999998,5.8349540000000015,1.027922,0.990839,11.412132000000001,5.458321999999999,2.858618,2.4240860000000004,3.695453,4.400477,1.155635,4.365243,5.840773,9.049452,4.157706,2.578051,4.975278,0.8209049999999999,1.588639,0.9249219999999999,0.9249219999999999,7.515473000000001,7.515473000000001,17.745683999999994,6.164006,0.6804969999999999,10.737746,3.285533,2.666588,11.815172,0.961894,3.271868,0.6972489999999999,4.686737,16.007085999999997,0.633382,1.6223420000000002,0.52666,5.64387,4.343656,1.927697,4.735563,0.504896
1985,0.5324949999999999,3.9725230000000002,2.3270459999999997,3.183538,26.441109,3.208723,3.201131,0.6182799999999999,11.351118,5.962661,1.039698,0.994051,11.399806,5.459210999999999,2.8296840000000003,2.4274050000000003,3.694826,4.408117999999999,1.1629360000000002,4.413071,5.880733,9.076293,4.184302,2.588102,5.000268,0.82232,1.5846639999999999,0.95103,0.95103,7.565528,7.565528,17.791672,6.253954,0.67698,10.734926000000002,3.271332,2.672652,11.770862,0.9689549999999999,3.3032090000000003,0.6984020000000001,4.715296,16.272734,0.634549,1.6429099999999999,0.5300349999999999,5.715153,4.400098000000001,1.906831,4.747767,0.499695
1986,0.544268,3.9915690000000006,2.331984,3.3082620000000005,27.102237,3.23745,3.2237400000000003,0.627559,11.667504999999998,6.084666,1.051762,0.990224,11.387257,5.454108,2.79197,2.4326190000000003,3.6878089999999997,4.406919,1.170126,4.486957,5.902678000000001,9.127775,4.205212,2.5935970000000004,5.023068,0.8137389999999999,1.5743329999999998,0.980613,0.980613,7.622159000000001,7.622159000000001,17.833419,6.3215780000000015,0.669512,10.730267999999999,3.252735,2.683528,11.782752,0.977341,3.3427580000000003,0.696034,4.738708,16.561113000000002,0.638269,1.662834,0.534066,5.8117,4.452719999999999,1.88235,4.755617999999999,0.4956330000000001
1987,0.5393089999999999,4.015264,2.342355,3.437103,27.777158,3.26048,3.247291,0.636947,11.997283,6.208467,1.067918,0.9849969999999999,11.391178,5.473012000000001,2.767011,2.4453669999999996,3.683329,4.3441480000000015,1.1845739999999998,4.565557,5.9352040000000015,9.187481,4.235136,2.588545,5.056696,0.805063,1.566547,1.023376,1.023376,7.670741999999999,7.670741999999999,17.868848000000003,6.4037,0.6611360000000001,10.76009,3.210122,2.700991,11.810866000000004,0.989604,3.3805059999999996,0.6960360000000001,4.782927,16.621791,0.63693,1.678119,0.5402669999999999,5.932268,4.531901,1.8575849999999998,4.777919,0.476965
1988,0.5419830000000001,4.023844,2.3426560000000003,3.535183,28.464249,3.262281,3.271953,0.6476219999999999,12.306395,6.316142,1.079828,0.985664,11.390183,5.4917349999999985,2.7683880000000003,2.461996,3.679999000000001,4.288863,1.20384,4.657904,5.979982,9.217998,4.296166,2.5803520000000004,5.081736,0.8002020000000001,1.571477,1.075022,1.075022,7.712333,7.712333,17.941308999999997,6.480594,0.655331,10.798552,3.167057,2.7412970000000003,11.845752,0.996408,3.412096,0.6981649999999999,4.822437,16.667022,0.630432,1.689372,0.549763,6.0369090000000005,4.639893,1.8302150000000001,4.822388,0.46510100000000004
1989,0.5471590000000001,4.030222,2.3463579999999995,3.622185,29.218164,3.275818,3.283403,0.658273,12.637715,6.411099,1.094588,0.994416,11.409782,5.5236930000000015,2.7705919999999997,2.472849,3.677306,4.252894,1.219961,4.727301000000001,6.015478,9.253295,4.338057,2.574269,5.09583,0.7996360000000001,1.574864,1.137382,1.137382,7.726089,7.726089,17.983086,6.565459,0.646351,10.829216999999998,3.150307,2.790575,11.865996,1.000666,3.456775,0.696701,4.854444,16.806735,0.6241680000000001,1.705864,0.557707,6.120246,4.746316,1.806568,4.856574,0.458374
1990,0.5531200000000001,4.048508,2.354343,3.679056,29.950111,3.303862,3.2890559999999995,0.669063,13.018365,6.506531,1.112703,1.011882,11.446979,5.555097,2.7797690000000004,2.480683,3.6925839999999996,4.2191790000000005,1.231296,4.797431,6.018664,9.310462,4.387282999999999,2.577426,5.12637,0.799824,1.5806639999999998,1.2186290000000002,1.2186290000000002,7.757158,7.757158,18.002855,6.656986999999999,0.637364,10.861837,3.147105,2.858547,11.895604,1.004649,3.4990639999999997,0.6966669999999999,4.890626,17.044714000000003,0.6038140000000001,1.7297220000000002,0.564526,6.213526,4.90078,1.7924810000000002,4.902265000000001,0.453401
1991,0.5692729999999999,4.091025,2.3706660000000004,3.762394,30.414114,3.3675669999999998,3.28864,0.680495,13.289497,6.6212789999999995,1.131412,1.038915,11.535973,5.602062,2.791227,2.495209,3.714686,4.24095,1.235439,4.8561760000000005,5.998651999999999,9.395022,4.427429,2.59123,5.157769999999999,0.807837,1.590805,1.285046,1.285046,7.784269,7.784269,18.029532,6.748135,0.6341990000000001,10.933683,3.166471,2.918745,11.94316,1.00399,3.55947,0.7014450000000001,4.946885999999999,17.339903999999994,0.5932390000000001,1.771941,0.567141,6.283853,5.0134430000000005,1.798212,4.952675,0.457739
1992,0.587073,4.1392690000000005,2.394098,3.8673330000000004,30.87592,3.459995,3.2749970000000004,0.6901579999999999,13.504775,6.759474000000001,1.1499260000000002,1.06649,11.635197,5.648649000000002,2.806923,2.526042,3.756358,4.270849,1.2357479999999998,4.902545,5.993474,9.470322999999999,4.4715029999999985,2.610193,5.1936860000000005,0.8224360000000001,1.602406,1.330694,1.330694,7.82777,7.82777,18.082032,6.83185,0.6354270000000001,11.007609,3.2041740000000005,2.9739340000000003,11.980819,1.0005709999999999,3.600576,0.7086979999999999,5.013999,17.650479,0.584183,1.821498,0.5701149999999999,6.3833150000000005,5.139010999999999,1.805462,5.004636,0.463491
1993,0.5969930000000001,4.1931140000000005,2.423743,3.99339,31.147208000000003,3.5608839999999997,3.272325,0.6994750000000001,13.713593,6.894092,1.161508,1.1012039999999998,11.725984,5.701965,2.820525,2.547605,3.7922879999999997,4.284749,1.238256,4.9425040000000005,6.010884,9.52924,4.521709,2.635574,5.237757,0.8398760000000001,1.6121489999999998,1.380197,1.380197,7.874891000000001,7.874891000000001,18.140894,6.947411999999999,0.637229,11.070385,3.228829,3.0344900000000004,12.022128,0.9978520000000001,3.634507,0.7162580000000001,5.085666000000001,17.996764000000002,0.576358,1.875993,0.5740040000000001,6.4647950000000005,5.2477040000000015,1.816179,5.0553180000000015,0.469033
1994,0.6006239999999999,4.232965,2.450605,4.1475610000000005,31.317179,3.65391,3.268346,0.7084159999999999,13.961798000000002,7.0459,1.1739030000000001,1.1354589999999998,11.804986,5.7456260000000015,2.829422,2.569118,3.823215,4.3065,1.237687,4.985411,6.031352,9.584481,4.566028,2.66345,5.281206,0.854923,1.6215510000000002,1.456388,1.456388,7.918795999999999,7.918795999999999,18.156652,7.060959,0.6397619999999999,11.111450999999999,3.2461189999999998,3.0871420000000005,12.042545,0.9934120000000001,3.666456,0.723038,5.163016000000001,18.338319,0.564982,1.930436,0.5789,6.536771,5.334896,1.8184900000000002,5.095504,0.474982
1995,0.601345,4.262731,2.480121,4.306907999999999,31.493525,3.738061,3.2652930000000002,0.7182649999999999,14.185402999999999,7.188538,1.18049,1.165,11.884935,5.791819,2.8408599999999997,2.5869419999999996,3.8552480000000005,4.327978,1.2374379999999998,5.02365,6.062335,9.659871,4.605445,2.690788,5.32461,0.8685219999999999,1.635142,1.525777,1.525777,7.965522999999999,7.965522999999999,18.150928,7.185403,0.641548,11.155493,3.265547,3.141421,12.04478,0.989203,3.699943,0.7282510000000001,5.241168,18.679706000000003,0.5512729999999999,1.976774,0.5828270000000001,6.601392,5.431024000000002,1.82056,5.137004,0.478447
1996,0.6049180000000001,4.2904029999999995,2.504858,4.432308,31.780829,3.8127160000000004,3.26703,0.72709,14.426910999999999,7.332225,1.184434,1.1877060000000002,11.953003,5.834908,2.848473,2.598266,3.8810510000000003,4.338763,1.2414360000000002,5.057142,6.085393,9.739184000000002,4.647723,2.709925,5.3678880000000015,0.8766560000000001,1.647657,1.596476,1.596476,8.009624,8.009624,18.143805,7.307658,0.642858,11.187032,3.2896339999999995,3.195087,12.038008,0.987858,3.738974,0.730699,5.313576,19.00624,0.538273,2.022253,0.5863520000000001,6.665491,5.509963000000001,1.8189830000000002,5.1738279999999985,0.48008500000000004
1997,0.608846,4.320281,2.524007,4.552207,32.217708,3.891293,3.268514,0.7350239999999999,14.68335,7.486094,1.189322,1.210638,12.011508999999998,5.87237,2.854396,2.616339,3.9078160000000004,4.35139,1.245215,5.092914,6.115475999999999,9.78545,4.6877260000000005,2.7318259999999994,5.407113000000002,0.878706,1.6560420000000002,1.6755810000000002,1.6755810000000002,8.054178,8.054178,18.143184,7.428672,0.6409450000000001,11.212498,3.314259,3.2432540000000003,12.015888,0.986966,3.7900660000000004,0.730855,5.378433000000001,19.355427,0.528752,2.065397,0.588665,6.7328779999999995,5.604105000000001,1.8155880000000002,5.200234999999998,0.48003100000000004
1998,0.615205,4.351037,2.538202,4.6672769999999995,32.682794,3.9689669999999997,3.272563,0.744066,14.90823,7.636522,1.190472,1.230923,12.069774,5.907616999999999,2.861025,2.638667,3.93431,4.362758,1.2475539999999998,5.130072,6.144406999999998,9.820231,4.726411,2.7513349999999996,5.437562000000001,0.879533,1.660772,1.743772,1.743772,8.095542,8.095542,18.159175,7.545828,0.637808,11.237752,3.3394779999999997,3.282055,12.002329,0.987704,3.839578,0.730789,5.432679,19.712389,0.5214260000000001,2.100562,0.5905790000000001,6.789225,5.6878319999999984,1.8116880000000002,5.222124,0.480045
1999,0.6195,4.369862,2.551373,4.778332000000002,33.145121,4.056133,3.282031,0.753538,15.111244000000001,7.788239999999999,1.185497,1.2517,12.12837,5.942901,2.869413,2.654052,3.960825,4.372035,1.25304,5.171634,6.175169,9.863775,4.7755079999999985,2.7686189999999997,5.468338000000001,0.8827790000000001,1.6660279999999998,1.8092529999999998,1.8092529999999998,8.143412,8.143412,18.196601,7.650789,0.633666,11.256654,3.3580440000000005,3.3161540000000005,11.994016000000002,0.990819,3.885736,0.733133,5.483535,20.044141,0.519,2.129836,0.5937399999999999,6.872912,5.756361,1.806928,5.250446,0.47960200000000003
2000,0.627963,4.452173,2.6785879999999995,5.160586,33.987977,4.326921,3.411777,0.7863730000000001,16.047515,8.227303,1.213519,1.2994299999999999,12.434161,6.0918660000000004,2.929067,2.693681,4.049021,4.471884999999999,1.277072,5.311033999999999,6.361104,9.95245,4.933692,2.848353,5.607285,0.9037729999999999,1.7138200000000001,2.018741,2.018741,8.430620999999999,8.430620999999999,19.00178,8.081614,0.642023,11.363543,3.454365,3.429708,12.284173,1.050268,4.024223,0.755844,5.703719,20.944499,0.5720459999999999,2.244502,0.6096180000000001,7.105816999999999,5.910512000000001,1.807021,5.373999,0.4943
2001,0.6337140000000001,4.467633999999999,2.691571,5.273477,34.479458,4.425687,3.432835,0.7956989999999999,16.356966,8.377038,1.225948,1.3199620000000003,12.488445,6.127759999999999,2.9319970000000004,2.7021620000000004,4.068132,4.477875,1.285692,5.3746909999999986,6.397634,9.99112,4.982796,2.8529940000000003,5.6411419999999985,0.906961,1.7198360000000001,2.098399,2.098399,8.492671000000001,8.492671000000001,19.082838,8.210122,0.639062,11.387403999999998,3.4671,3.467937,12.29897,1.057142,4.064995,0.757972,5.750789000000001,21.319622000000006,0.574504,2.283715,0.6122230000000001,7.198362,5.985722,1.801481,5.406835,0.494657
2002,0.6423369999999999,4.480089,2.705927,5.396255,34.871843,4.490406,3.4587489999999996,0.8061689999999999,16.68937,8.508256,1.2396129999999999,1.340372,12.525556,6.155967,2.9342340000000005,2.713535,4.089875,4.497267,1.29596,5.440389,6.417206,10.01571,5.018935000000001,2.8586810000000002,5.674825,0.911667,1.7282920000000002,2.173791,2.173791,8.552643,8.552643,19.1378,8.326201,0.6381680000000001,11.407889,3.4890800000000004,3.5134240000000005,12.331031,1.0659949999999998,4.107794999999999,0.76002,5.795918,21.690325,0.5731580000000001,2.324815,0.615442,7.286873000000001,6.0523489999999995,1.8054139999999999,5.445161999999999,0.500017
2003,0.6484139999999999,4.503491,2.724816,5.510364000000001,35.253159000000004,4.528732,3.484336,0.8180029999999999,17.004085,8.622793,1.251154,1.36338,12.556006000000002,6.196638000000001,2.941999,2.7230040000000004,4.11717,4.521042,1.3065129999999998,5.496269,6.4225650000000005,10.041152,5.053572,2.868312,5.709403,0.91963,1.7386429999999995,2.24885,2.24885,8.601402,8.601402,19.175939,8.422500999999999,0.638817,11.434788,3.5048920000000003,3.5473760000000003,12.374658000000002,1.0713419999999998,4.150297,0.7637289999999999,5.847812,22.030931,0.5685020000000001,2.3601370000000004,0.617858,7.3669769999999986,6.104115,1.812295,5.479203,0.5034529999999999
2004,0.6592859999999999,4.530729,2.749686,5.6524040000000015,35.574576,4.575012999999999,3.4960940000000003,0.8308030000000001,17.415318,8.769252,1.273569,1.3918020000000002,12.589773,6.233007,2.953635,2.734373,4.146101,4.552238,1.313688,5.5469349999999995,6.412281,10.055315,5.087713,2.8890100000000003,5.747741,0.930009,1.74937,2.346222,2.346222,8.634561,8.634561,19.171567,8.553152,0.6447050000000001,11.452250999999999,3.525233,3.569463,12.410722,1.0745790000000002,4.210920999999999,0.7703960000000001,5.9108089999999995,22.394023,0.567754,2.40158,0.6199199999999999,7.475575,6.1786449999999995,1.816438,5.5140259999999985,0.5091060000000001
2005,0.666946,4.5698050000000014,2.7810970000000004,5.839077,35.827943,4.631888,3.506956,0.84515,17.842038,8.925921999999998,1.292729,1.428241,12.609903,6.278616,2.9644540000000004,2.7452990000000006,4.182742,4.576628,1.3187870000000002,5.592379,6.40329,10.051137,5.119598000000001,2.905943,5.7903,0.940102,1.761497,2.432143,2.432143,8.651974000000001,8.651974000000001,19.13261,8.705407000000001,0.646089,11.46332,3.548597,3.613202,12.44999,1.067916,4.270149999999999,0.7754930000000001,5.991057,22.778123,0.567136,2.457719,0.6212150000000001,7.577104999999999,6.2573050000000014,1.820492,5.546166,0.514157
2006,0.6753020000000001,4.628981,2.821761,6.029140999999999,36.021202,4.7204229999999985,3.5174600000000003,0.859268,18.16699,9.155813,1.309731,1.4686689999999998,12.643955,6.332669,2.982644,2.762931,4.219239000000001,4.302665,1.323619,5.627367,6.410084,10.036081,5.1635550000000014,2.9049780000000003,5.842704,0.952692,1.772693,2.5226580000000003,2.5226580000000003,8.661679,8.661679,19.104631,8.91727,0.649422,11.481213,3.59409,3.6708830000000003,12.510809,1.0630959999999998,4.3578470000000005,0.783033,6.088766000000001,23.359579999999998,0.570681,2.525507,0.6228919999999999,7.673725,6.3707530000000006,1.827912,5.577655,0.5226669999999999
2007,0.6802999999999999,4.67284,2.84865,6.167681,36.250310999999996,4.8038680000000005,3.5272699999999997,0.8717489999999999,18.367842,9.349988000000002,1.315675,1.505105,12.695866000000002,6.379599,2.999212,2.783785,4.256672000000001,4.3755809999999995,1.32704,5.6534080000000015,6.431559,10.001284,5.207203,2.92835,5.887611999999999,0.964706,1.78344,2.6010720000000003,2.6010720000000003,8.677885,8.677885,19.132335,9.118037,0.652822,11.500468,3.634349,3.7224169999999996,12.563937,1.057315,4.4441099999999985,0.7916230000000001,6.175726999999999,23.831983,0.574404,2.597746,0.6234810000000001,7.751,6.461587000000001,1.834052,5.6107749999999985,0.534876
2008,0.687455,4.7182059999999995,2.8745540000000003,6.2803619999999984,36.604337,4.889729999999999,3.545579,0.8838739999999999,18.527305,9.504843,1.332213,1.5343200000000001,12.747038,6.4248059999999985,3.0167340000000005,2.808076,4.289878,4.435585999999999,1.330509,5.684965,6.468966999999999,9.946889,5.247018,2.9478059999999995,5.923916,0.976415,1.7963779999999998,2.6536299999999997,2.6536299999999997,8.711089999999999,8.711089999999999,19.212436,9.309449,0.657569,11.515391,3.6689760000000002,3.7687480000000004,12.612285,1.0550030000000001,4.528996,0.799124,6.2474110000000005,24.309039,0.580236,2.6630290000000003,0.6241509999999999,7.833496,6.562231,1.84031,5.640996,0.5460430000000001
2009,0.6988949999999999,4.757937999999999,2.896843,6.343154,36.961229,4.972195,3.5618070000000004,0.8917299999999999,18.652644,9.620846,1.3467170000000002,1.554439,12.796778,6.459325,3.03287,2.832704,4.317074000000002,4.4916480000000005,1.3295899999999998,5.7303880000000005,6.517613,9.901591,5.2812030000000005,2.9587740000000005,5.961088000000001,0.983982,1.8126830000000003,2.6846650000000003,2.6846650000000003,8.755602,8.755602,19.307066000000006,9.449566,0.6649680000000001,11.528896,3.717572,3.8086,12.666858,1.053646,4.5898720000000015,0.807067,6.306019,24.801761000000006,0.5922280000000001,2.723421,0.624817,7.925936999999999,6.667426,1.847775,5.669264,0.559851
2010,0.714015,4.785579,2.9217370000000003,6.4070019999999985,37.32769,5.0480290000000005,3.580171,0.8997120000000001,18.846461,9.712696000000001,1.363817,1.570912,12.841196000000002,6.490029000000002,3.050223,2.858403,4.3479480000000015,4.544871,1.327568,5.788099,6.5649429999999995,9.876731,5.310711,2.970437,5.9956809999999985,0.990507,1.829956,2.7027970000000003,2.7027970000000003,8.803708,8.803708,19.405185000000003,9.574247,0.6745180000000001,11.539282,3.759529000000001,3.837073,12.711063000000001,1.0531689999999998,4.635834,0.8162269999999999,6.3558819999999985,25.241648,0.6050399999999999,2.7752600000000003,0.625842,8.025205999999999,6.7413859999999985,1.854315,5.690403,0.564376
2011,0.7222589999999999,4.798649,2.9386400000000004,6.4654880000000015,37.672654,5.116411,3.5919269999999996,0.907884,19.097369,9.810595,1.378323,1.58318,12.862298,6.515358,3.06369,2.8687560000000003,4.368505,4.574388,1.3279679999999998,5.843115,6.612178000000001,9.876199,5.345967,2.9774520000000004,6.010280000000001,0.996866,1.841641,2.71817,2.71817,8.844693999999997,8.844693999999997,19.526372,9.662939999999999,0.68483,11.543332000000001,3.785232,3.865845,12.742811,1.052154,4.672744000000002,0.8233380000000001,6.396281,25.644424,0.620336,2.81543,0.62621,8.107548000000001,6.8191549999999985,1.854891,5.705812,0.5676019999999999
2012,0.7308250000000001,4.813946,2.949208,6.544210999999999,38.01900600000001,5.18633,3.5977050000000004,0.916868,19.341327,9.911171000000001,1.392772,1.5946729999999998,12.878493999999998,6.535665,3.074386,2.885316,4.383673,4.602681,1.3281010000000002,5.89168,6.659627,9.88661,5.377695,2.9829630000000003,6.023267,1.003522,1.8548619999999998,2.75241,2.75241,8.882095,8.882095,19.625409,9.755299,0.70138,11.546969,3.8152980000000003,3.8939199999999996,12.768034,1.052761,4.719009,0.832576,6.450632,26.078326999999998,0.63563,2.854222,0.625606,8.188656,6.890899,1.85536,5.721075,0.576608
2013,0.7367600000000001,4.82766,2.9567799999999997,6.616124,38.347383,5.262556,3.60247,0.925114,19.584927,9.981773,1.4080379999999997,1.610187,12.890403,6.567483999999999,3.089876,2.8929,4.399121,4.6267949999999995,1.327975,5.932654,6.711138000000001,9.899219,5.416074000000001,2.987721,6.041142,1.0119209999999998,1.867414,2.786547,2.786547,8.913735,8.913735,19.712514000000002,9.849812,0.722908,11.567845,3.84984,3.919664,12.77845,1.052784,4.765862,0.8425130000000001,6.490794999999999,26.479279,0.6501140000000001,2.8999610000000002,0.6260439999999999,8.261689,6.9634100000000005,1.852333,5.7366730000000015,0.582341
2014,0.7367589999999999,4.8400370000000015,2.9648000000000003,6.706435000000001,38.701278,5.3423110000000005,3.6001879999999997,0.9348049999999999,19.897747,10.08385,1.41771,1.630391,12.882438,6.5931820000000005,3.105563,2.899553,4.410415,4.648797,1.3289029999999995,5.970244999999999,6.757925,9.914675,5.452649,2.988578,6.058014,1.019931,1.88092,2.83173,2.83173,8.943010000000003,8.943010000000003,19.773580000000006,9.94116,0.738658,11.593741,3.8750080000000002,3.9606730000000003,12.790341,1.054782,4.824758,0.8494550000000001,6.540006999999999,26.954435999999998,0.6607970000000001,2.938671,0.6256649999999999,8.316902,7.046931,1.8476240000000002,5.751272,0.583334
2015,0.7379789999999999,4.8508580000000014,2.975626,6.802262,39.032444,5.440445,3.593862,0.944107,20.268567,10.199533,1.42632,1.6493239999999998,12.862051,6.610595999999999,3.118473,2.9057890000000004,4.422057,4.6712110000000004,1.327787,6.0005609999999985,6.794002000000001,9.91817,5.483238,2.985297,6.072640000000002,1.028317,1.893564,2.8830570000000004,2.8830570000000004,8.960001,8.960001,19.819347,10.041769,0.7548590000000001,11.606027000000001,3.904353,4.0165370000000005,12.791124,1.055916,4.892423,0.854036,6.590725999999999,27.45488,0.6727360000000001,2.984917,0.6244550000000001,8.366767,7.152817999999999,1.839767,5.759744,0.586102
2016,0.7415219999999999,4.860545,2.9882310000000003,6.908642,39.29647600000001,5.530105000000001,3.587685,0.952698,20.656589,10.31362,1.428683,1.6800259999999998,12.835726,6.634007,3.1308689999999997,2.907731,4.4361130000000015,4.6861570000000015,1.3302320000000003,6.0247519999999986,6.823721000000001,9.933445,5.52505,2.985415,6.091175999999999,1.038656,1.907603,2.9392540000000005,2.9392540000000005,8.978416000000001,8.978416000000001,19.836285999999998,10.156689,0.755548,11.622553999999996,3.921207,4.085989,12.787085000000001,1.057566,4.959822,0.8615419999999999,6.6494040000000005,27.904861999999998,0.6843359999999999,3.044321,0.6233540000000001,8.41438,7.280933999999999,1.8286369999999998,5.772917,0.5849099999999999
2017,0.739795,4.874747,3.0042790000000004,7.0162700000000005,39.536653,5.607154,3.5881839999999996,0.961939,20.9844,10.429378999999999,1.4275379999999998,1.716943,12.802023000000002,6.666817999999999,3.145711,2.913123,4.4541889999999995,4.6843330000000005,1.3359070000000002,6.052177,6.859819000000001,9.962311,5.576606,2.9841,6.113531999999998,1.0504930000000001,1.920076,2.9980390000000003,2.9980390000000003,9.005644,9.005644,19.849399,10.273419,0.755393,11.658608999999998,3.930864,4.1427760000000005,12.805537,1.059639,5.024369000000001,0.8696659999999999,6.7159840000000015,28.304596000000004,0.693972,3.101833,0.6236569999999999,8.47002,7.405742999999999,1.8158570000000005,5.795483,0.5793149999999999
